Date,Open,High,Low,Close,Volume,Change
2026-05-08,260000,270000,260000,268500,25875880,-0.011049723756906049
2026-05-11,284500,288500,280000,285500,36031094,0.06331471135940414
2026-05-12,290000,291500,266000,279000,41211149,-0.02276707530647981
2026-05-13,264000,285500,262000,284000,35540134,0.017921146953405076
2026-05-14,282000,299500,282000,296000,39314752,0.04225352112676051
2026-05-15,291000,296500,266000,270500,38075487,-0.08614864864864868
2026-05-18,269500,288500,262000,281000,33555214,0.038817005545286554
2026-05-19,274000,281500,266000,275500,30767569,-0.019572953736654797
2026-05-20,278000,282500,263500,276000,35662077,0.001814882032667775
2026-05-21,291000,299500,287000,299500,36168689,0.08514492753623193
2026-05-22,300000,300500,292000,292500,18395274,-0.023372287145242088
2026-05-26,298000,302000,297500,299000,23441371,0.022222222222222143
2026-05-27,321500,323000,306000,307000,33916688,0.026755852842809347
2026-05-28,305000,306500,287500,299500,30195334,-0.02442996742671011
2026-05-29,309500,319000,305500,317000,37241537,0.058430717863105164
2026-06-01,319500,354500,319500,349000,45052488,0.10094637223974767
2026-06-02,360500,370000,342000,360500,44720282,0.03295128939828085
2026-06-04,349000,366000,348000,351500,34771037,-0.02496532593619971
2026-06-05,333500,343000,325000,329000,33725012,-0.06401137980085347
2026-06-08,293000,315500,292500,295500,38929682,-0.10182370820668696
2026-06-09,310000,324000,300000,322000,30124249,0.08967851099830804
2026-06-10,311000,314500,295250,302500,27050362,-0.060559006211180155
2026-06-11,290500,306500,287500,299000,31420307,-0.011570247933884281
2026-06-12,326000,339000,320000,322500,31006148,0.07859531772575257
2026-06-15,342500,344500,334000,337000,21500067,0.04496124031007742
2026-06-16,343000,345500,332500,343000,17548685,0.017804154302670572
2026-06-17,332000,348000,331500,346500,18134051,0.010204081632652962
2026-06-18,345000,363000,344500,362500,32764450,0.04617604617604609
2026-06-19,372500,374500,346250,354000,43284898,-0.02344827586206899
2026-06-22,343000,363000,342000,353500,24330451,-0.0014124293785310327
2026-06-23,347500,353000,310000,310000,41266630,-0.12305516265912309
2026-06-24,314000,341000,314000,340500,47809959,0.09838709677419355
2026-06-25,359500,362500,352000,358500,36157158,0.052863436123347984
2026-06-26,354000,356500,321500,339500,39735951,-0.05299860529986056
2026-06-29,331000,335500,316000,323000,35436521,-0.048600883652430094
2026-06-30,323500,343000,321000,334000,29237216,0.034055727554179516
2026-07-01,334500,339000,311500,314500,24968382,-0.058383233532934176
2026-07-02,290000,304000,281500,286000,38905074,-0.09062003179650235
2026-07-03,288500,313000,283500,309500,31520538,0.08216783216783208
2026-07-06,320000,325000,303000,318000,23872879,0.02746365105008075
2026-07-07,307000,310000,286000,296000,32421032,-0.0691823899371069
2026-07-08,285500,300000,273500,277500,33525758,-0.0625
2026-07-09,288500,291500,267500,278000,29703616,0.0018018018018017834
2026-07-10,291000,298000,282000,285000,20088811,0.02517985611510798
2026-07-13,285000,292500,253000,254500,31882652,-0.10701754385964912
2026-07-14,255000,270000,247000,263000,40086496,0.03339882121807469
2026-07-15,283500,284500,273000,279500,24873414,0.06273764258555126
2026-07-16,264500,265500,252500,255000,27001478,-0.08765652951699465
2026-07-20,241000,257500,240000,244000,26804038,-0.04313725490196074
2026-07-21,247000,263500,243000,259000,20386896,0.061475409836065475
2026-07-22,276000,276000,260000,260500,22292003,0.005791505791505891
2026-07-23,269000,273000,263000,270000,16011816,0.03646833013435691
2026-07-24,266000,266500,247000,249500,26175580,-0.07592592592592595
2026-07-27,257000,258500,246000,254000,23296044,0.018036072144288484
2026-07-28,238500,240000,218500,220000,41639623,-0.13385826771653542
2026-07-29,226500,234000,189200,208500,65555523,-0.05227272727272725
2026-07-30,214000,226000,202000,207000,46694193,-0.007194244604316502
2026-07-31,257000,267000,243000,262500,58478873,0.2681159420289856
2026-08-03,248000,249500,238000,239500,27825493,-0.0876190476190476
2026-08-04,244500,244500,228000,231000,18898085,-0.035490605427975
